3.5313,2.7685,1.8571,0.68782,0.47762,1.2216,1.7655,1.3739,0.85054,1.1557,0.80851,0.75182,0.94025,1.3119,1.8491,1.6547,2.028,1.5779,1.5195,1.3853,1.4507,2.3337,2.9027,2.9856,3.1723,2.8337,2.3887,2.3977,2.127,2.5683,2.851,2.3826,1.846,2.0815,2.021,2.3054,2.6614,2.2623,1.7756,1.8069,2.2917,1.9839,2.1915,2.389,2.4855,2.5502,2.8288,2.726,2.9865,3.1106,3.2068,3.3723,2.9048,2.6295,2.008,1.6037,1.5566,1.5122,1.4196,1.625,1.6589,1.7232,2.4274,2.7221,2.8447,2.9119,2.8702,2.8453,2.9916,2.9771,2.8868,2.716,2.7308,2.6134,2.7477,3.1747,2.8952,2.5873,1.9848,0.42666,0.40743,0.44692,0.46408,0.59648,0.48667,0.70107,1.1199,1.0742,1.1705,2.04,3.0776,2.8918,2.7768,2.5761,2.108,1.6239,1.6837,2.4078,2.9599,3.5459
2.4726,1.8257,1.4864,1.0445,0.69366,1.7847,2.3959,1.4223,1.312,1.4445,1.0663,1.1191,1.5916,0.94778,2.1164,2.3699,2.1174,1.9701,1.9783,1.8891,1.8275,2.0582,2.0651,2.5648,2.5781,2.5092,2.4971,2.42,2.1356,2.786,3.1288,2.2699,2.0151,1.9733,2.0439,2.3568,2.4492,1.8151,1.6218,2.0678,1.6412,1.3613,1.6913,2.1525,2.4088,2.0599,2.4627,2.5311,2.4673,2.9242,2.738,2.6056,2.6713,2.2715,1.5674,1.5577,1.4018,1.2323,1.1773,1.4646,2.0472,1.7461,1.4502,2.0042,2.4983,2.5625,2.6128,2.7388,2.9948,2.7879,2.6732,2.5184,2.2893,2.0545,1.8389,1.9542,1.9924,1.7152,1.0793,0.53751,0.55561,0.58186,0.57943,0.62276,1.0352,0.88544,0.39214,0.83714,1.9503,2.1302,3.5596,3.2509,3.2869,3.3163,2.7337,2.1463,1.9903,1.7916,1.5958,2.5165
1.9332,1.5536,1.256,1.269,1.2559,0.9154,2.5662,2.1286,1.7022,1.0645,0.80164,1.6475,1.911,1.7718,2.1215,2.6963,2.9034,2.767,2.1576,2.4644,2.5243,2.0292,2.0093,2.2023,2.4895,2.4044,2.3005,2.2117,2.4899,2.2202,3.3757,2.9599,2.543,1.8244,1.5724,2.2199,2.2905,2.6152,2.1815,2.0597,2.0871,1.9048,2.1845,2.7356,2.8782,2.368,2.5493,2.3646,2.522,2.9035,3.1159,2.8018,2.4369,2.7383,1.995,1.8168,1.7355,1.3591,1.1982,2.043,1.9419,2.1371,2.0607,1.8138,1.7741,1.753,2.5967,3.0864,3.2032,3.0577,2.7802,2.6447,1.8118,1.9588,2.201,2.0866,1.6977,1.8345,1.2794,1.0086,0.72481,0.6346,0.81383,1.3281,1.2394,1.0262,0.78563,1.2756,1.4999,1.5087,2.7603,3.6374,3.7368,3.7652,2.9999,2.8736,2.0757,1.3275,1.4743,1.7994
2.2606,1.746,1.4972,1.355,1.2912,1.2316,1.1093,1.5559,1.8069,1.5198,1.0424,1.8281,2.2638,3.0183,2.8173,2.8073,2.7942,2.7558,2.8115,2.8259,3.0496,2.4548,2.5606,2.7626,3.0155,2.5839,2.379,2.3306,2.5503,2.4355,2.174,2.5019,2.795,2.7344,2.0872,2.808,2.7718,2.7874,2.8004,2.4549,2.4611,2.4039,2.52,2.7183,3.0742,3.2063,3.2577,3.2055,3.4709,3.3111,3.1859,3.0497,2.7239,3.4781,2.8586,2.9945,2.5102,2.5224,2.251,2.3885,2.2908,2.3096,2.3057,2.3491,2.4082,2.0546,2.8214,2.8397,2.6046,2.6426,2.6984,2.5827,2.3948,2.298,2.2929,2.2433,1.961,2.5195,1.9658,2.1366,1.3495,1.3525,1.248,1.3077,1.339,1.3106,1.2972,1.4783,1.8589,2.4626,3.0234,3.4834,3.266,2.9812,2.9262,2.6881,2.3139,1.489,1.5916,2.1917
2.2964,1.8287,1.6457,1.5328,1.2157,1.3803,1.6472,2.3132,2.4395,1.4189,1.2285,1.1652,1.4706,2.0515,2.3501,3.0232,3.2902,2.6705,2.8149,2.7672,2.6137,2.2655,2.339,3.0946,3.0603,3.0119,3.0029,2.6738,2.3965,2.4747,2.6404,3.2254,3.7727,2.9253,2.7478,2.5738,2.598,2.6716,2.7644,2.8577,3.2219,2.5691,2.6199,2.8847,2.5324,2.7598,2.9766,3.0727,3.3231,3.4565,3.174,3.2018,3.1528,3.4175,2.7612,2.7667,2.8566,2.5847,2.4875,2.5802,2.5507,2.4626,2.3059,2.3424,2.686,2.5775,3.2066,3.5056,2.8928,2.641,2.4491,2.1648,2.3252,2.442,2.1213,2.3093,2.4904,2.5102,1.9127,1.9304,1.4293,1.3369,1.2467,1.4534,1.4776,1.2813,1.1451,1.1714,1.3074,1.8176,2.6182,3.5621,3.6296,3.2568,2.8391,2.3673,2.1478,1.5133,1.5174,2.3998
2.4189,2.3568,1.8796,1.4547,1.4453,1.467,1.7238,2.1809,2.3232,1.5626,1.204,1.1854,0.77878,0.75226,1.7604,1.7758,3.0389,3.1487,2.6803,2.4201,2.1734,2.033,2.2065,2.6908,3.1728,3.392,3.0594,2.5093,2.6977,2.6229,2.5105,3.1293,3.9373,3.021,2.842,3.1814,2.3769,2.1695,2.7642,2.6998,4.0856,2.7388,2.3811,2.8736,2.6936,2.4554,2.9782,2.9517,2.7938,3.185,3.4026,3.156,3.5196,3.4087,2.7071,2.276,2.4708,2.2578,2.5862,3.0234,2.5524,2.5582,2.4173,2.571,3.6607,3.1957,3.1171,3.7475,3.2477,2.6554,2.705,2.4528,1.9664,2.2754,2.5568,2.5096,2.7276,2.4925,2.1316,1.5238,0.9908,1.1281,1.4514,1.4325,1.1031,1.0891,0.81701,0.8886,1.2007,1.9583,2.3471,2.6607,3.3912,3.3541,2.8962,2.7013,1.9792,1.7113,1.9013,2.0546
2.4782,2.8379,2.1936,2.0449,1.2792,1.5234,1.6246,1.8525,2.1414,1.7279,0.96696,0.63189,0.96263,0.63212,1.7276,1.7482,1.2992,2.7583,2.614,2.0874,2.4422,2.3214,2.2643,3.0136,3.1613,3.5287,3.1058,2.6429,2.5384,2.8673,2.7151,3.1355,3.3275,3.0267,2.5655,2.3153,2.3785,2.5208,3.0017,2.7098,2.3754,2.7583,2.5082,2.7637,3.3465,2.4858,2.6901,2.805,2.7105,3.6085,3.5875,2.9641,3.335,3.2273,2.9095,2.9869,2.6612,2.5826,2.698,2.5638,2.4918,2.6457,2.6128,2.6701,2.7012,3.0044,3.0092,3.5524,3.7178,2.8079,2.8873,1.864,1.9875,2.7455,2.7869,2.4845,2.7439,2.4662,2.4268,2.4073,1.3541,1.4614,1.5333,1.0269,1.0662,0.98929,0.7786,0.94959,1.1894,1.4374,2.1437,2.7324,2.5581,3.0039,2.8693,2.1236,2.1897,2.077,2.3418,2.2416
2.1259,2.0853,2.1645,2.2297,1.3476,1.5249,1.4617,1.4195,1.2713,1.5027,0.9641,0.68487,0.81257,0.79971,1.0776,1.1922,1.608,1.9456,2.0268,2.0567,2.4516,2.3747,2.4875,2.8994,2.9043,2.8421,2.8434,2.5672,2.6143,2.7023,2.7493,2.6853,2.753,2.4433,1.8006,2.0511,2.2902,2.4598,2.4011,2.5083,2.388,2.1927,2.1095,2.6662,2.5925,2.1885,2.2765,2.5825,2.58,3.2226,3.2266,2.7548,3.0622,3.2299,3.3416,3.4483,2.6616,2.0667,2.0222,2.2579,2.338,2.2759,2.5327,2.7187,2.5918,2.506,2.6404,2.8179,2.7441,2.4012,2.2721,1.9179,1.8365,2.4151,2.4989,2.4389,2.6427,2.7381,2.8306,2.9565,1.2118,1.1649,1.1247,1.0174,0.87741,0.70091,1.1275,1.0111,0.96249,1.2408,2.0882,2.0997,2.6782,2.4988,2.5209,1.9284,2.0578,2.042,2.0659,2.0657
1.9918,1.9949,2.16,2.1921,1.9158,1.518,1.3097,1.0569,0.51265,0.46342,0.9554,0.89719,0.62634,0.78262,1.1342,0.92933,0.74366,0.74164,1.3858,1.786,2.4815,2.1993,1.754,2.8582,2.9401,2.6594,2.6252,2.4021,2.876,2.6988,2.5262,2.0477,1.6374,1.2815,2.029,2.2552,2.2473,2.3122,2.4966,2.3924,2.3287,1.6694,1.4937,1.7918,1.9005,1.8058,1.4226,2.3617,2.5812,2.9306,2.8936,3.4282,3.1369,2.3665,2.8218,2.712,1.8667,1.308,1.6196,2.013,2.2351,2.2421,2.4025,2.6061,2.9378,2.646,1.8567,2.0371,1.82,2.1036,2.0937,2.3944,1.6092,2.2491,2.3941,3.0798,2.7422,2.0687,2.5331,2.7121,1.2122,0.61603,0.39529,0.42742,0.61331,0.73766,1.1019,1.1993,1.1455,1.2164,1.5756,1.7116,1.7467,1.9742,2.0059,2.4979,1.9336,1.9506,1.9827,2.0303
2.0112,2.0151,2.0596,2.1411,1.8293,1.4858,1.3469,1.3494,0.42357,0.40676,1.8904,1.7486,1.8444,1.4402,0.94802,0.67712,0.75011,0.73962,0.79566,1.5465,1.7533,1.9541,2.017,2.4397,2.5438,2.3346,2.2127,2.2771,2.4602,2.3793,2.0808,2.0324,1.3038,1.4404,2.2813,2.2931,2.5519,2.7147,2.627,2.3465,2.2262,1.9647,1.2766,1.7623,1.5018,1.6319,1.7067,1.924,1.9279,1.8647,1.8996,2.6127,2.1422,2.6966,2.4747,2.213,1.3216,1.3361,1.7675,2.1935,2.0796,2.1499,2.6139,2.9904,2.8692,2.8056,1.9333,2.0255,1.9741,1.775,2.0688,2.159,1.9537,1.6029,1.8213,2.5307,2.0824,2.5457,2.4923,2.2583,0.94113,0.42267,0.55111,0.70717,0.47279,0.44249,1.6857,2.1851,2.1362,1.785,1.383,1.4401,1.8665,1.637,1.8472,2.1646,2.1264,1.771,1.872,1.9366
